승차정류장ID,하차정류장ID,승차정류장명,하차정류장명,위도_x,경도_x,위도_y,경도_y,승객수
10145,75951,강서구청.한국건강관리협회,하나은행신월동지점,37.552598333333336,126.85012,37.530478333333335,126.837995,132
10145,9004254,강서구청.한국건강관리협회,양강중학교,37.552598333333336,126.85012,37.524861666666666,126.85027999999998,109
10174,7508,신정네거리역,신월1동주민센터.신월보건지소,37.52132,126.85340666666669,37.532183333333336,126.83105,101
10174,7539,신정네거리역,신월동우성상가,37.52132,126.85340666666669,37.52171666666666,126.83399,437
10174,7558,신정네거리역,신월문화체육센터,37.52132,126.85340666666669,37.52011666666667,126.83619833333331,125
10174,7572,신정네거리역,신월시영아파트중문,37.52132,126.85340666666669,37.519088333333336,126.836715,137
10174,7583,신정네거리역,금실어린이공원,37.52132,126.85340666666669,37.517986666666665,126.83780666666668,107
10174,7593,신정네거리역,한빛종합사회복지관,37.52132,126.85340666666669,37.521341666666665,126.83874333333333,132
10174,10110,신정네거리역,신월2동주민센터입구.경창전통시장,37.52132,126.85340666666669,37.523035,126.84601666666669,240
10174,10137,신정네거리역,양강중학교,37.52132,126.85340666666669,37.52385,126.84950166666668,125
10174,14689,신정네거리역,중부운수앞,37.52132,126.85340666666669,37.52424666666666,126.83079666666666,107
10174,14910,신정네거리역,신안파크아파트후문,37.52132,126.85340666666669,37.5241,126.82890666666664,133
10174,75325,신정네거리역,강서초등학교,37.52132,126.85340666666669,37.522025,126.841675,268
10174,8000332,신정네거리역,국립과학수사연구소.고강동종점,37.52132,126.85340666666669,37.52354833333333,126.82571333333333,494
10174,9004276,신정네거리역,신곡시장.금빛새마을금고,37.52132,126.85340666666669,37.51969,126.84375833333334,137
10174,9004278,신정네거리역,신한은행신월동지점,37.52132,126.85340666666669,37.51802166666666,126.84160500000002,120
10274,10110,목동사거리,신월2동주민센터입구.경창전통시장,37.53161,126.86366666666666,37.523035,126.84601666666669,194
10274,75325,목동사거리,강서초등학교,37.53161,126.86366666666666,37.522025,126.841675,133
10347,7539,목동7단지.종로학원,신월동우성상가,37.52567166666667,126.86875833333332,37.52171666666666,126.83399,133
10347,10110,목동7단지.종로학원,신월2동주민센터입구.경창전통시장,37.52567166666667,126.86875833333332,37.523035,126.84601666666669,237
10347,10137,목동7단지.종로학원,양강중학교,37.52567166666667,126.86875833333332,37.52385,126.84950166666668,126
10347,75325,목동7단지.종로학원,강서초등학교,37.52567166666667,126.86875833333332,37.522025,126.841675,183
10347,9004274,목동7단지.종로학원,동방아파트,37.52567166666667,126.86875833333332,37.52193,126.84634,124
10347,9004276,목동7단지.종로학원,신곡시장.금빛새마을금고,37.52567166666667,126.86875833333332,37.51969,126.84375833333334,164
10347,9004278,목동7단지.종로학원,신한은행신월동지점,37.52567166666667,126.86875833333332,37.51802166666666,126.84160500000002,127
10424,7539,오목교역.동신한방병원,신월동우성상가,37.52444666666667,126.876825,37.52171666666666,126.83399,106
10424,10110,오목교역.동신한방병원,신월2동주민센터입구.경창전통시장,37.52444666666667,126.876825,37.523035,126.84601666666669,165
10424,10137,오목교역.동신한방병원,양강중학교,37.52444666666667,126.876825,37.52385,126.84950166666668,100
10424,75325,오목교역.동신한방병원,강서초등학교,37.52444666666667,126.876825,37.522025,126.841675,171
10482,9004276,월촌중학교.목동1단지,신곡시장.금빛새마을금고,37.537913333333336,126.88167166666666,37.51969,126.84375833333334,119
13458,7475,가양역.마포중고등학교,서울금융고등학교,37.55963833333333,126.85425333333332,37.53724,126.8271,121
13458,7479,가양역.마포중고등학교,신월5동주민센터.신월중학교,37.55963833333333,126.85425333333332,37.539523333333335,126.82758,141
13458,7486,가양역.마포중고등학교,신월3동주민센터.신월3동우체국,37.55963833333333,126.85425333333332,37.53466,126.828835,122
13458,7511,가양역.마포중고등학교,신화중학교,37.55963833333333,126.85425333333332,37.53965333333333,126.83135,170
13458,75336,가양역.마포중고등학교,양서중학교,37.55963833333333,126.85425333333332,37.53154833333333,126.830955,117
31982,10110,영등포시장입구,신월2동주민센터입구.경창전통시장,37.519735,126.90665333333332,37.523035,126.84601666666669,109
70769,7570,신월중학교입구,과학수사연구소입구,37.53989833333333,126.82528333333332,37.521905,126.83696166666664,176
70777,10110,목동역.홍익병원,신월2동주민센터입구.경창전통시장,37.528088333333336,126.86386833333331,37.523035,126.84601666666669,121
70777,10137,목동역.홍익병원,양강중학교,37.528088333333336,126.86386833333331,37.52385,126.84950166666668,109
70777,75325,목동역.홍익병원,강서초등학교,37.528088333333336,126.86386833333331,37.522025,126.841675,113
70800,7539,목동대학학원,신월동우성상가,37.52495666666667,126.87331333333334,37.52171666666666,126.83399,244
70800,7558,목동대학학원,신월문화체육센터,37.52495666666667,126.87331333333334,37.52011666666667,126.83619833333331,113
70800,7593,목동대학학원,한빛종합사회복지관,37.52495666666667,126.87331333333334,37.521341666666665,126.83874333333333,141
70800,10110,목동대학학원,신월2동주민센터입구.경창전통시장,37.52495666666667,126.87331333333334,37.523035,126.84601666666669,403
70800,10137,목동대학학원,양강중학교,37.52495666666667,126.87331333333334,37.52385,126.84950166666668,269
70800,75325,목동대학학원,강서초등학교,37.52495666666667,126.87331333333334,37.522025,126.841675,352
70800,9004276,목동대학학원,신곡시장.금빛새마을금고,37.52495666666667,126.87331333333334,37.51969,126.84375833333334,158
70800,9004278,목동대학학원,신한은행신월동지점,37.52495666666667,126.87331333333334,37.51802166666666,126.84160500000002,126
73950,7479,한국폴리텍1.서울강서대학교,신월5동주민센터.신월중학교,37.54586333333334,126.84474,37.539523333333335,126.82758,122
73950,7511,한국폴리텍1.서울강서대학교,신화중학교,37.54586333333334,126.84474,37.53965333333333,126.83135,210
73952,7475,화곡역7번출구(B),서울금융고등학교,37.54087166666667,126.83700500000002,37.53724,126.8271,272
73952,7479,화곡역7번출구(B),신월5동주민센터.신월중학교,37.54087166666667,126.83700500000002,37.539523333333335,126.82758,382
73952,7486,화곡역7번출구(B),신월3동주민센터.신월3동우체국,37.54087166666667,126.83700500000002,37.53466,126.828835,351
73952,7511,화곡역7번출구(B),신화중학교,37.54087166666667,126.83700500000002,37.53965333333333,126.83135,345
73952,7514,화곡역7번출구(B),서서울호수공원,37.54087166666667,126.83700500000002,37.52903666666667,126.83261666666668,211
73952,7570,화곡역7번출구(B),과학수사연구소입구,37.54087166666667,126.83700500000002,37.521905,126.83696166666664,317
73952,75336,화곡역7번출구(B),양서중학교,37.54087166666667,126.83700500000002,37.53154833333333,126.830955,299
73953,7570,화곡푸르지오,과학수사연구소입구,37.54017,126.83445166666668,37.521905,126.83696166666664,123
75325,7539,강서초등학교,신월동우성상가,37.522025,126.841675,37.52171666666666,126.83399,285
